professor_name,query,response,status
Richard Fujimoto,tell me about Richard Fujimoto and their research areas,"Richard Fujimoto is a Regents' Professor, Emeritus, in the School of Computational Science and Engineering at the Georgia Institute of Technology. He is a pioneer in the parallel and distributed discrete event simulation field.

His primary research focuses on:
*   Developing fundamental understandings of synchronization algorithms.
*   Creating advanced computational techniques to accelerate discrete event simulations on high-performance computing (HPC) platforms.

His expertise spans:
*   **Modeling and Simulation:** including parallel and distributed simulation, discrete event simulation, Time Warp Simulation, and High-Level Architecture (HLA).
*   **Parallel and Distributed Computing:** including network simulation, vehicular networks, and performance modeling and analysis.
*   **Other areas:** reverse computation, distributed computing, big data, cloud computing, optimization algorithms, and computer architecture.",SUCCESS
Richard Henneman,tell me about Richard Henneman and their research areas,"Richard Henneman's research areas include Human-Computer Interaction (HCI), user research, usability engineering, and the design and evaluation of complex systems. He also specializes in human factors engineering, cognitive psychology, system design (with expertise in user interface design), human performance modeling (especially for large-scale systems and fault diagnosis), and design pedagogy within the HCI curriculum.",SUCCESS
Richard Vuduc,tell me about Richard Vuduc and their research areas,"Richard Vuduc is a Professor in the School of Computational Science and Engineering at Georgia Institute of Technology, where he leads The HPC Garage research lab. His research primarily focuses on high-performance computing (HPC), also known as supercomputing.

His work emphasizes:
*   Designing communication-efficient algorithms
*   Crafting exceptionally fast code
*   Applications in scientific computing and statistical data analysis on high-end computing platforms

Dr. Vuduc's research areas include:
*   Parallel algorithms
*   Programming models
*   Performance analysis
*   Automated tuning (autotuning)
*   Sparse matrix computations
*   Computer architecture
*   Numerical linear algebra
*   GPGPU computing
*   Performance portability
*   Tensor computations
*   Identifying and addressing performance bottlenecks in complex computational systems.",SUCCESS
Rodrigo Borela,tell me about Rodrigo Borela and their research areas,"Rodrigo Borela is a Lecturer at the Georgia Institute of Technology, affiliated with the School of Computing Instruction and the Online Master of Science in Computer Science (OMSCS) within the College of Computing. His research areas are interdisciplinary, bridging the physical mechanics of granular materials with advanced computational and educational methodologies.

His research specializations include:
*   **Bio-inspired Robotics**: focuses on systems that mimic biological locomotion and interactions with soil, particularly for geotechnical engineering applications like in-situ soil testing.
*   **Computational Mechanics** and **Granular Media Physics**: investigates the microstructure and behavior of soils, including the micromechanics of granular materials, analysis of pore size distribution, and the behavior of inclusions such as geogrids.
*   **Computer Science Education** and **Artificial Intelligence in Education**: explores innovative teaching methods, equitable grading practices, the integration of AI tools in high-enrollment computing courses, and the use of robotics projects for experiential learning.",SUCCESS
Rosa I. Arriaga,tell me about Rosa I. Arriaga and their research areas,"Dr. Rosa I. Arriaga is an Associate Professor in the School of Interactive Computing at the Georgia Institute of Technology. Her primary research focuses on Human-Computer Interaction (HCI) and Social Computing, where she applies psychological concepts to address health and wellness issues.

Her research areas include:
*   Human-Computer Interaction (HCI)
*   mHealth (Mobile Health)
*   Social Computing
*   Assistive Technology, particularly for Autism Spectrum Disorder Research
*   Machine Learning/Artificial Intelligence
*   Educational Technology
*   Cognitive Science
*   Developmental Psychology
*   Child Development

Key themes in her work involve developing ecological computing systems for mental health interventions, chronic care management (such as diabetes and asthma), and wellness practices like meditation. She specializes in designing mHealth systems to enhance patient engagement, continuity of care, and communication between patients and healthcare providers, especially for chronic conditions and mental health.",SUCCESS
Russell Clark,tell me about Russell Clark and their research areas,"Russell Clark is a Senior Research Scientist at the Georgia Institute of Technology, with a joint appointment in the School of Computer Science and the Institute for People and Technology (IPaT). He also serves as the Interim Director of Sustainability for IPaT.

His primary research areas include mobile development, networking, and the Internet of Things, with an emphasis on innovation, entrepreneurship, and industry involvement. His expertise extends to advanced topics such as Software-Defined Networking (SDN), Network Security, Internet Exchange Points (IXPs), Mobile Applications, Robotics, Multicast Networking, Peer-to-Peer Systems, Network Protocol Design, Distributed Systems, and Data Science.

Recently, his work has expanded to include significant contributions to resiliency and sustainability initiatives, particularly concerning coastal communities and climate change adaptation, such as developing transportation resilience and building resilience in vulnerable coastal communities. His practical applications research includes on-line performance enhancement for reactive robotic systems and secure network solutions for issues like ARP and rogue access point vulnerabilities.",SUCCESS
Ryan Shandler,tell me about Ryan Shandler and their research areas,"Ryan Shandler is an Assistant Professor of Political Science at the Georgia Tech School of Cybersecurity & Privacy, with a joint appointment in the Sam Nunn School of International Affairs. His primary research focuses on the human dimension of cybersecurity, investigating how cyber threats and emerging technologies influence political behaviors and attitudes. He emphasizes that the most significant threat from cyberattacks lies in societal risks such as reduced public trust in government and psychological distress, rather than purely physical destruction.

Dr. Shandler's research areas include:
*   Cyber Conflict
*   Political Psychology
*   Public Opinion (with an emphasis on Experimental Methods)
*   Cyber Conflict Studies
*   Political Psychology of Terrorism
*   Public Opinion and Cybersecurity
*   International Security Studies
*   Cybersecurity Policy
*   Cyberwarfare Theory
*   Human Rights Law (specifically concerning digital rights)
*   Social, psychological, and legal ramifications of internet deprivation
*   Political effects of public exposure to cyber threats",SUCCESS
Sahil Singla,tell me about Sahil Singla and their research areas,"Dr. Sahil Singla's primary research revolves around Algorithms and Uncertainty, focusing on designing optimal algorithms for inputs where information is incomplete or stochastic. His specialization encompasses a broad spectrum of theoretical computer science, including Online Algorithms and Economics and Computation.

His research deeply delves into:
*   Stochastic Optimization
*   Multi-Armed Bandits
*   Combinatorial Optimization
*   Mechanism Design
*   Prophet Inequalities
*   Matroid Theory
*   Discrepancy Theory
*   Game Theory
*   Machine Learning
*   Approximation Algorithms

A significant portion of his current work focuses on online resource allocation and developing algorithms robust to unpredictable inputs.",SUCCESS
Saman Zonouz,tell me about Saman Zonouz and their research areas,"Saman Zonouz is an Associate Professor at Georgia Tech, with joint appointments in the Schools of Cybersecurity and Privacy (SCP) and Electrical and Computer Engineering (ECE). He is also the Director of the Cyber-Physical Security Laboratory (CPSec) and the Cyber-Physical Systems Track for Georgia Tech's Online Masters of Cybersecurity program.

His primary research focuses on addressing security and privacy challenges in cyber-physical systems (CPS), particularly in critical infrastructures, by developing advanced attack detection and response capabilities. His work integrates techniques from systems security, control theory, and artificial intelligence to design and validate trustworthy and resilient cyber-physical systems.

Dr. Zonouz specializes in a broad range of research areas centered on cyber-physical systems security, including:
*   Industrial Control Systems (ICS) Security
*   Power Grid and Smart Grid Security
*   Embedded Systems Security
*   Intrusion Detection Systems
*   Biometric Security
*   Cloud Security
*   Network Security
*   Robotics Security
*   Cyber-physical intrusion tolerance and formal verification
*   Malware analysis and reverse engineering of embedded system software",SUCCESS
Santosh Pande,tell me about Santosh Pande and their research areas,"Santosh Pande is a Professor of Computer Science at the Georgia Institute of Technology. His primary research investigates static and dynamic compiler optimizations on evolving architectures, combined with in-depth program analysis to improve software performance, security, and power efficiency.

His research areas include:
*   Compilers
*   Compiler Design
*   Computer Architecture
*   Program Analysis
*   Software Security, focusing on vulnerability mitigation and application security strength metrics
*   Parallel Computing
*   Embedded Systems
*   Performance Optimization
*   Systems Software
*   Distributed Systems
*   Machine Learning Applications in Systems, particularly for optimizing performance in modern high-performance applications through compiler-OS interactions.",SUCCESS
Santosh S. Vempala,tell me about Santosh S. Vempala and their research areas,"Santosh S. Vempala's research areas primarily focus on the foundations of Theoretical Computer Science, with a particular emphasis on algorithms, randomness, high-dimensional geometry, and the computational theory of the brain.

His broad expertise covers:
*   **Algorithms:** Including randomized algorithms.
*   **Randomness.**
*   **High-dimensional Geometry.**
*   **Optimization.**
*   **Foundations of Data Science.**
*   **Machine Learning.**
*   **Statistical Inference.**
*   **Computational Complexity.**
*   **Probabilistic Methods.**
*   **Numerical Linear Algebra.**
*   **Computational Learning Theory.**
*   **Computer Vision.**

Additionally, he has an interest in the computational aspects of the brain and co-founded the Computing for Good (C4G) program at Georgia Tech.",SUCCESS
Sashank Varma,tell me about Sashank Varma and their research areas,"Dr. Sashank Varma is a Professor in both the School of Interactive Computing and the School of Psychology at Georgia Tech.

His research areas include:
*   Cognitive Science
*   Cognitive Psychology
*   Cognitive Architecture
*   Mathematical Cognition
*   Computational Thinking
*   Educational Neuroscience
*   Computational Neuroscience
*   Learning Sciences
*   Language understanding
*   Continual learning in both humans and machines
*   Problem-solving strategies
*   Artificial Intelligence
*   Machine Learning

He is particularly interested in human intuitions about abstract mathematical concepts like geometry and topology, as well as human approaches to solving computationally challenging problems. His work also investigates the cognitive alignment between human intelligence and machine learning models, including how large language models (LLMs) process and understand mathematics, language, and concepts. His primary research methodology involves computational modeling and behavioral experiments to understand complex human cognition.",SUCCESS
Sehoon Ha,tell me about Sehoon Ha and their research areas,"Sehoon Ha's primary research is at the intersection of computer graphics, robotics, and artificial intelligence, with a focus on creating intelligent and adaptable robotic systems. His work covers physics-based animation, deep reinforcement learning, and computational robot design.

His specialized research areas include:
*   Robotics
*   Machine Learning
*   Computer Graphics
*   Deep Reinforcement Learning
*   Computer Vision
*   Motion Planning
*   Control Systems
*   Human-Robot Interaction
*   Embodied AI
*   Simulated Environments

A significant part of his research involves learning agile and robust locomotion skills for legged robots, as well as the computational design and optimization of robotic systems. More recently, his work has expanded into mobile manipulation, language-guided skill discovery, and vision-language frontier maps for zero-shot semantic navigation.",SUCCESS
Shamkant B Navathe,tell me about Shamkant B Navathe and their research areas,"Shamkant B. Navathe is a Professor Emeritus in the College of Computing at the Georgia Institute of Technology. He founded the Research Group in Database Systems at Georgia Tech.

His research areas include:
*   Database systems
*   Data mining
*   Schema integration
*   Database design
*   Data modeling
*   Information systems security
*   Temporal databases
*   Distributed databases
*   Query processing
*   Information retrieval
*   Bioinformatics (particularly human mitochondrial genome databases)
*   Web and electronic commerce applications of databases
*   Business intelligence
*   Knowledge representation
*   Tools and methodologies for information system design
*   Visualization and user interfaces for enhanced information retrieval
*   Object-oriented and heterogeneous data management.

He applies these areas to emerging applications such as engineering design, biological databases, document and text databases, and collaborative environments.",SUCCESS
Shaowen Bardzell,tell me about Shaowen Bardzell and their research areas,"Dr. Shaowen Bardzell specializes in Feminist Human-Computer Interaction (HCI), Humanistic Computing, and Critical Theory as applied to design. Her work also engages with Sustainability, Women's Health (including menstruation, sexuality, and menopause), Design Research, and the broader field of Human-Computer Interaction. Additionally, she focuses on the Sociology of Technology, Gender Studies, Media Studies, and utilizes extensive Qualitative Research Methods like ethnography and interviewing.

Her recent research topics include care ethics, feminist utopian perspectives on IT, posthumanist approaches to sustainable design, and computational agriculture.",SUCCESS
Simon Pak Ho Chung,tell me about Simon Pak Ho Chung and their research areas,"Simon Pak Ho Chung is a Research Scientist at the Georgia Institute of Technology, affiliated with the Institute for Data Engineering and Science and the School of Cybersecurity and Privacy. His research is focused on identifying and mitigating vulnerabilities across various computing platforms to protect user data and system integrity.

His research areas include:
*   Computer Security
*   Mobile Security
*   Privacy Engineering
*   Software Security
*   Systems Security
*   Network Security
*   Applied Cryptography
*   Intrusion Detection and Prevention
*   Software Engineering
*   Malware Analysis

A significant portion of his work also involves investigating the exploitation of accessibility features and fingerprint APIs in Android, developing robust control-flow integrity mechanisms, and implementing software debloating strategies to reduce attack surfaces.",SUCCESS
Sonia Chernova,tell me about Sonia Chernova and their research areas,"Sonia Chernova is an Associate Professor in the School of Interactive Computing at the Georgia Institute of Technology. She directs the Robot Autonomy and Interactive Learning (RAIL) lab, focusing on intelligent and interactive autonomous systems for human environments. She also leads the NSF AI Institute for Collaborative Assistance and Responsive Interaction for Networked Groups (AI-CARING), dedicated to developing personalized collaborative AI systems to improve the quality of life and independence of aging adults.

Her research areas are at the intersection of robotics and artificial intelligence and include:
*   Robot Learning from Demonstration (LfD)
*   Human-Robot Interaction (HRI)
*   Explainable AI (XAI)
*   Reinforcement Learning
*   Embodied AI
*   Motion Planning
*   Computer Vision
*   Semantic reasoning
*   Adaptive autonomy
*   Sim2real transfer
*   Cloud robotics",SUCCESS
Spencer H. Bryngelson,tell me about Spencer H. Bryngelson and their research areas,"Spencer H. Bryngelson is an Assistant Professor in the School of Computational Science & Engineering at the Georgia Institute of Technology, with courtesy appointments in the Daniel Guggenheim School of Aerospace Engineering and the George W. Woodruff School of Mechanical Engineering. He leads the Computational Physics Group at Georgia Tech.

His core research focuses on developing advanced computational models and numerical methods for complex problems in fluid dynamics and solid mechanics. He emphasizes the efficient utilization of cutting-edge high-performance computing (HPC) architectures, including GPUs, Arm CPUs, and emerging quantum computing paradigms, to push the boundaries of scientific simulation.

Dr. Bryngelson's research areas include:
*   Computational Fluid Dynamics
*   Scientific Computing
*   Numerical Methods for PDEs
*   Multiphase Flow
*   Bubble Dynamics
*   Fluid-Structure Interaction
*   High-Performance Computing, including scalable open-source software and applications on quantum computers
*   Artificial Intelligence in Scientific Computing
*   Soft Matter Physics
*   Turbulence Modeling",SUCCESS
Srijan Kumar,tell me about Srijan Kumar and their research areas,"Srijan Kumar is an Assistant Professor in the School of Computational Science and Engineering (CSE) at the Georgia Institute of Technology.

His research areas include:
*   Artificial Intelligence (AI)
*   Machine Learning
*   Data Mining
*   Network Science
*   Social Network Analysis
*   Natural Language Processing (NLP)
*   Information Retrieval
*   Computer Vision
*   Human-Computer Interaction
*   Cybersecurity
*   Artificial Intelligence Safety, particularly in combating misinformation and malicious online behavior
*   Recommender Systems
*   Development of graph, content (NLP, multimodal), and adversarial learning methods.

His primary research expertise focuses on developing AI, applied machine learning, and data mining methods to identify, predict, and attribute online harms, aiming to create a trustworthy online ecosystem.",SUCCESS
Srinivas Aluru,tell me about Srinivas Aluru and their research areas,"Srinivas Aluru is a Regents' Professor and Senior Associate Dean in the College of Computing at the Georgia Institute of Technology. His primary research focuses on the intersection of high-performance computing and computational biology, with an emphasis on data science and bioinformatics.

His research areas include:
*   High-performance computing
*   Data science
*   Bioinformatics
*   Systems biology
*   Computational genomics
*   Combinatorial scientific computing
*   Algorithm design and analysis
*   Machine learning
*   Evolutionary biology
*   Plant biology
*   Data mining

Currently, his group is developing bioinformatics methods for next-generation sequencing data analysis, including error correction and genome assembly, as well as constructing and aligning to genome graphs, and network methods for single-cell biology.",SUCCESS
Stephen Mussmann,tell me about Stephen Mussmann and their research areas,"Stephen Mussmann's primary research focuses on the data-centric aspects of machine learning (ML) systems. His work aims to improve the reliability and usability of ML by developing methods for data collection, selection, and evaluation. He specializes in active learning, experiment design for efficient data collection, data curation, dataset benchmarking, and model evaluation. His research also covers statistical aspects of data algorithms, including noise and domain shifts, and involves probabilistic graphical models and latent variable models.",SUCCESS
Suguman Bansal,tell me about Suguman Bansal and their research areas,"Suguman Bansal is an Assistant Professor of Computer Science at Georgia Tech. Her primary research areas include formal methods and their applications to artificial intelligence, programming languages, and machine learning.

Her specific research interests encompass:
*   Reinforcement learning
*   Reactive synthesis
*   Temporal logic
*   Game theory
*   Automated verification
*   Multi-agent systems
*   Program synthesis
*   Automata theory

A significant part of her work is dedicated to providing formal guarantees for learning-enabled systems, with a focus on challenges in Reinforcement Learning, and the formal reasoning of quantitative properties.",SUCCESS
Surya R. Kalidindi,tell me about Surya R. Kalidindi and their research areas,"Surya R. Kalidindi's research areas encompass Manufacturing Generative AI, Digital Twins for Manufacturing, and Materials Informatics. His work extensively explores Computational Materials Science, focusing on the mechanics of materials, including crystal plasticity, deformation twinning, and strain hardening in various metals. He also applies Data Science and Machine Learning methodologies to understand complex process-structure-property linkages in materials, particularly for additive manufacturing and high-contrast composites.",SUCCESS
Taesoo Kim,tell me about Taesoo Kim and their research areas,"Taesoo Kim's primary research focuses on building principled and secure computing systems, developing advanced tools for intrusion detection, and enabling effective system recovery from cyberattacks without extensive manual intervention.

His specialized research areas include:
*   Systems Security
*   Operating Systems
*   Trusted Execution Environments
*   Programming Languages
*   Distributed Systems
*   Fuzzing
*   Memory Safety
*   File Systems
*   Computer Architecture
*   Program Analysis
*   Cloud Security
*   Intrusion Detection and Prevention",SUCCESS
Tamara Pearson,tell me about Tamara Pearson and their research areas,"Dr. Tamara Pearson specializes in a comprehensive range of research areas, including Intersectionality, Black women and girls in computer science and STEM education, Computer Science Education Research, Intersectionality Studies, and Black Feminist Studies. Her expertise also encompasses STEM Education Equity, Digital Divide Research, Educational Technology Integration, Race and Gender in Education, Computing Identity Formation, and Social Justice in Technology. She actively investigates how systemic issues, such as the legacy of racial segregation, impact equitable computing education, and she is committed to elevating the voices of scholars from marginalized communities.",SUCCESS
Teodora Baluta,tell me about Teodora Baluta and their research areas,"Teodora Baluta's primary research focuses on rigorous security analyses for machine learning (ML) systems. She investigates algorithms and datasets used to train new AI tools to assess their security, particularly regarding whether generative AI outputs misuse data or are based on stolen information.

Her key research areas include:
*   Security and Privacy
*   Machine Learning Security
*   Formal Verification of Machine Learning Systems (with a focus on quantitative verification for neural networks)
*   Privacy-Preserving Machine Learning (including applications to graph networks and federated clustering)
*   Adversarial Machine Learning
*   Program Synthesis
*   Causal Inference in AI (for understanding model behavior and improving SAT solving)
*   Machine Unlearning (in large language models)
*   Model Provenance Testing (for large language models)
*   Explainable AI (XAI)
*   Cybersecurity Analytics
*   Software Engineering",SUCCESS
Thad Starner,tell me about Thad Starner and their research areas,"Dr. Thad Starner's research areas primarily focus on Wearable Computing and Artificial Intelligence. His expertise also includes Augmented Reality, Human Computer Interaction (HCI), Computer Vision, Ubiquitous Computing, and Machine Learning. Additionally, his work extends to Sensor Networks, Mobile Computing, Information Retrieval, Animal Computer Interaction (developing wearable devices for communication with working dogs and wild dolphins), and assistive technologies for the Deaf community and individuals with ALS (focusing on sign language recognition and brain-computer interfaces).",SUCCESS
Thomas Ploetz,tell me about Thomas Ploetz and their research areas,"Thomas Ploetz specializes in Computational Behavior Analysis, Activity Recognition, and Ubiquitous Computing. His expertise includes Machine Learning, particularly in Human Activity Recognition (HAR) using wearable devices and Biomedical Signal Processing.

He also focuses on Health Monitoring and Health Analytics, utilizing sensor data analysis to assess physical activity and identify health compromises. His research areas further extend to Skill Assessment, Animal Behavior Analysis, Context Awareness, Assistive Technology, and Sequential Data Analysis.",SUCCESS
Tom Conte,tell me about Tom Conte and their research areas,"Tom Conte, also known as Thomas Martin Conte, is the Associate Dean for Research in the College of Computing and a Professor in both the Schools of Computer Science and Electrical & Computer Engineering at Georgia Tech. He was the founding director of Georgia Tech's Center for Research into Novel Computing Hierarchies (CRNCH) and served as the 2015 President of the IEEE Computer Society, co-founding the IEEE Rebooting Computing Initiative. He is an IEEE Fellow.

His research areas include:
*   Computer Architecture
*   Compilers
*   Computer Performance Evaluation
*   Compilers and Optimization (focusing on instruction-level parallelism and back-end compiler code generation)
*   Performance Analysis and Modeling
*   Microarchitecture Design
*   Parallel Processing and Multicore Systems
*   Embedded Systems Design
*   Hardware-Software Co-design
*   Computer Simulation and Benchmarking
*   Reconfigurable Computing

His work emphasizes novel computing paradigms beyond traditional silicon-based approaches and exploring post-Moore era architectures, with a strong focus on designing systems for future high-performance and energy-efficient computing.",SUCCESS
Umakishore Ramachandran,tell me about Umakishore Ramachandran and their research areas,"Umakishore Ramachandran is a Professor in the School of Computer Science at the Georgia Institute of Technology. His primary research centers on the architectural design, programming, and analysis of parallel and distributed systems.

His research areas include:
*   Embedded and pervasive systems
*   Parallel and distributed systems
*   Computer architecture
*   Operating systems
*   Fog Computing
*   Internet of Things (IoT)
*   Middleware
*   Data Fusion
*   Embedded Systems

He also focuses on developing geo-distributed, large-scale, and latency-sensitive applications for the IoT, and contributes to distributed operating systems and distributed shared memory. His current projects involve achieving large-scale situation awareness using distributed camera networks and multi-modal sensing for applications like surveillance and connected vehicles, and exploring Edge Computing solutions to provide smart services to underserved urban communities.",SUCCESS
Vassilis Zikas,tell me about Vassilis Zikas and their research areas,"Vassilis Zikas specializes in a diverse array of interconnected research areas. His primary research focuses on foundational aspects of Cryptography, Cryptocurrencies, Blockchain Technologies, Game Theory (particularly its application in cryptographic protocols and rational protocol design), Computer Security, and Distributed Computing, including Distributed Systems and Byzantine Fault Tolerance. He also has extensive experience in Secure Multi-Party Computation (MPC), addressing challenges like fairness, robustness, and identifiable abort in adversarial settings. His current work explores differential privacy estimators and blockchain security against adversaries with temporary majority control.",SUCCESS
Victor Fung,tell me about Victor Fung and their research areas,"Victor Fung is an Assistant Professor in the School of Computational Science and Engineering at Georgia Institute of Technology. He leads the Fung Group, mentoring PhD and undergraduate students. He earned his B.A. in Chemistry from Cornell University and his Ph.D. in Physical Chemistry from the University of California, Riverside. Prior to joining Georgia Tech in Fall 2022, he was a Wigner Fellow and a member of the Nanomaterials Theory Institute at Oak Ridge National Laboratory. His academic and professional background reflects a strong commitment to interdisciplinary research at the intersection of chemistry, physics, and computational sciences, with a consistent focus on data-driven approaches to materials innovation.

Dr. Fung's primary research focuses on the intersection of scientific artificial intelligence, computing, and materials science/chemistry. He aims to accelerate the chemical discovery process, ultimately realizing materials by inverse design through novel computational and data-driven methods. He also works on establishing automated, data-driven ecosystems for materials and chemical discovery, deployable on high-performance supercomputers.

His research areas include:
*   Materials Discovery
*   Materials Informatics
*   Computational Materials Science
*   Heterogeneous Catalysis
*   Nanomaterials Synthesis and Characterization
*   Surface Science
*   Electrocatalysis
*   Oxide Chemistry
*   Density Functional Theory
*   Machine Learning for Materials
*   Inorganic Synthesis

Notable works and contributions from his research include:
*   Significant advancements in electrocatalysis, such as developing facile colloidal methods for preparing bimetallic nanoparticles (e.g., platinum-gold systems) with tailored surface structures, leading to highly efficient electrocatalysts.
*   Contributions to machine learning in materials chemistry, including benchmarking graph neural networks for diverse applications ranging from crystal stability to surface chemistry and heterogeneous catalysis, which helps standardize model evaluation.
*   Addressing the challenge of low-temperature methane activation, notably reporting a method using H2-reduced phosphomolybdate that achieves almost exclusive conversion of methane and O2 to methanol at room temperature.
*   Developing an inverse design framework (MatDesINNe) utilizing invertible neural networks for materials design, applied to band gap engineering in two-dimensional materials.
*   Insights into the structure-reactivity relationship for oxygen on transition-metal oxides using the adjusted coordination number (ACN) as a structural descriptor.
*   Research on single-atom catalysts (SACs), including stabilizing gold single atoms on LaFeO3 perovskite and exploring descriptors for hydrogen evolution on SACs in nitrogen-doped graphene.
*   Studies on the dynamic intracluster diffusion of single gold atoms into silver nanoclusters and the control of single-ligand chemistry on thiolated Au25 nanoclusters.",SUCCESS
Vijay Ganesh,tell me about Vijay Ganesh and their research areas,"Vijay Ganesh is a Professor of Computer Science at Georgia Tech, where he joined in 2023. He also serves as the Associate Director of the IDEaS Institute and is affiliated with Tech AI.

His primary research focuses on the theory and practice of SAT/SMT (Satisfiability Modulo Theories) solvers and their applications in artificial intelligence, software engineering, security, mathematics, and physics. Dr. Ganesh's work also explores the intersection of learning and reasoning, utilizing machine learning to enhance solver efficiency and leveraging solvers to improve the trustworthiness, security, and robustness of AI systems. He is a co-founder and steering committee member of the Center for Mathematical AI at the Fields Institute.

His key research areas include:
*   SAT/SMT Solvers
*   Automated Theorem Proving
*   Formal Methods
*   Software Engineering (with an emphasis on software reliability and security)
*   Artificial Intelligence
*   Mathematical Logic
*   Constraint Satisfaction
*   Programming Languages (investigating fundamental decidability and complexity results in first-order theories)
*   Machine Learning
*   Cryptography (exploring neurosymbolic AI for scientific discovery, mathematics, and code, and integrating machine learning to optimize solver performance)
*   Quantum foundations

Dr. Ganesh has developed influential SAT/SMT solvers such as STP, Z3str4, AlphaZ3, MapleSAT, and MathCheck, which have advanced automated program analysis and bug finding. He pioneered the integration of machine learning into SMT solvers, exemplified by the Z3-alpha solver, and made significant advancements in string constraint solving with tools like Z3-str. He has received over 30 awards, honors, and medals for his contributions to automated reasoning and computer science, including an ACM Impact Paper Award at ISSTA 2019, an ACM Test of Time Award at CCS 2016, and a Ten-Year Most Influential Paper citation at DATE 2008.",SUCCESS
Vijay Madisetti,tell me about Vijay Madisetti and their research areas,"Vijay Madisetti's research areas encompass a wide range of topics, with a strong emphasis on Wireless Communications, Computer Systems, and Software Engineering. His expertise also includes Electronics, Information Systems, and Digital Signal Processing (DSP).

He explores emerging technologies such as Blockchain Technology, the Internet of Things (IoT), and Cloud Computing, focusing on their applications and underlying system designs. Additionally, his research covers Embedded Systems, Computer Networking, Data Science and Analytics, and fundamental Cybersecurity principles.

As a Professor of Cybersecurity & Privacy at Georgia Tech, his primary research endeavors specifically focus on advancing cybersecurity, blockchain technology, and the Internet of Things (IoT), alongside foundational work in computer systems and signal processing.",SUCCESS
Vivek Sarkar,tell me about Vivek Sarkar and their research areas,"Vivek Sarkar specializes in a comprehensive array of research areas crucial for advanced computing. His expertise encompasses Parallel Computing, including parallel programming models, parallelizing compilers, and parallel runtime systems, along with Programming Languages and Compilers. He also conducts significant work in Program Analysis and the design of Runtime Systems, particularly for high-performance and extreme-scale platforms. His research interests also extend to Computer Architecture, Operating Systems, Distributed Systems, Software Engineering, and Artificial Intelligence, often with an emphasis on making future high-performance computers easier to program and more efficient. He leads the Habanero Extreme Scale Software Research Laboratory at Georgia Tech, focusing on programmability and performance for high-performance computing.",SUCCESS
Vladimir Kolesnikov,tell me about Vladimir Kolesnikov and their research areas,"Vladimir Kolesnikov's research primarily focuses on the practical and foundational aspects of secure computation, particularly two-party computation, and achieving cryptographic and privacy goals using technologies like blockchain.

His main research areas include:
*   **Cryptography and Security**: With a strong emphasis on secure computation.
*   **Secure Multi-Party Computation**: Including zero-knowledge proofs and garbled circuits.
*   **Applied Cryptography**: Covering private set intersection, oblivious transfer, and database privacy.
*   **Information Security Architecture**.
*   **Cyber-Physical Systems Security**: Involving the design and analysis of secure systems such as smart grid networks and wireless authentication.

He actively investigates improving and utilizing techniques such as garbled circuits, homomorphic encryption, and various related cryptographic methods.",SUCCESS
W. Keith Edwards,tell me about W. Keith Edwards and their research areas,"Dr. W. Keith Edwards is a Professor in the School of Interactive Computing at the Georgia Institute of Technology and leads the Pixi Lab. His research focuses on integrating human-centered considerations into computing infrastructure.

His key research areas include:
*   **Human-Computer Interaction (HCI)** and related systems and networking technologies.
*   **Ubiquitous Computing**.
*   **Collaborative Systems** and Computer Supported Cooperative Work (CSCW).
*   **Interaction Design**.
*   Human-centered perspectives on computer networking, especially in domestic environments.
*   More usable approaches to information security systems.
*   Social impacts of computing technology, including accessibility.
*   Designing systems to support non-profit organizations and NGOs, with a recent focus on community building and civic engagement.",SUCCESS
"Wei ""Coco"" Xu","tell me about Wei ""Coco"" Xu and their research areas","Wei ""Coco"" Xu's research primarily focuses on Natural Language Processing (NLP), Machine Learning, and Social Media analysis.

Her expertise covers a broad spectrum, including Text Simplification, Paraphrasing, Named Entity Recognition, Semantic Similarity, Information Extraction, Multilingual NLP, and Language Style Analysis.

Recent work also investigates cultural bias and privacy risks within large language models, text generation, stylistics, and enhancing the robustness and controllability of machine learning models, particularly for reading and writing assistive technologies.",SUCCESS
Wenke Lee,tell me about Wenke Lee and their research areas,"Dr. Wenke Lee's research expertise covers a wide range of critical cybersecurity domains. His primary focus is on systems and network security, where he utilizes applied cryptography and machine learning to tackle contemporary cyber threats.

His research areas include:
*   Computer Security
*   Network Security
*   Applied Cryptography
*   Machine Learning for Security, including data mining techniques for advanced Intrusion Detection Systems and Anomaly Detection
*   Malware Analysis
*   Botnet Detection
*   Virtualization Security
*   Software debloating
*   Virtual machine monitoring
*   Mobile phone security
*   Privacy-preserving biometric authentication
*   Detection and mitigation of information manipulation on the Internet
*   Creation and detection of deepfakes
*   Adversarial machine learning",SUCCESS
Will Perkins,tell me about Will Perkins and their research areas,"Will Perkins' primary research focuses on the intersection of algorithms, probability, combinatorics, and statistical physics. He particularly explores the algorithmic tractability of random instances of computational problems and efficient sampling from statistical physics spin models.

His specialized research areas include:
*   Statistical Physics
*   Theoretical Computer Science
*   Combinatorics
*   Machine Learning
*   Probability Theory
*   Discrete Mathematics
*   Graph Theory
*   Information Theory
*   Algorithms
*   High-Dimensional Geometry

His work often involves developing combinatorial methods inspired by insights from algorithms and statistical physics.",SUCCESS
